,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolQC,SaleType,SaleCondition,HouseAge,RemodAge,GarageAge,SalePrice
202,RL,3.912023005428146,8.85366542803745,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,617,GasA,Gd,Y,SBrkr,865,445,7.177782416195197,0,2,0,TA,6,Min1,0,NA,Attchd,Unf,1,398,TA,TA,Y,0,0,NA,COD,Normal,97,71,97.0,11.626254150277232
203,RM,4.249208678464876,8.39795910349254,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,186,848,GasA,Ex,Y,SBrkr,848,0,6.742880635791903,1,1,0,Gd,3,Typ,1,Gd,Attchd,RFn,2,420,TA,TA,Y,149,0,NA,WD,Normal,17,17,17.0,11.911701584927597
204,RM,3.912023005428146,8.160518247477505,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312,Unf,408,720,GasA,TA,Y,SBrkr,720,564,7.157735484249907,0,1,1,TA,5,Typ,0,NA,Detchd,Unf,1,240,TA,TA,Y,0,35,NA,WD,Normal,74,71,73.0,11.608235644774552
205,RL,4.59511985013459,9.380167531188448,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1424,1424,GasA,Ex,Y,SBrkr,1442,0,7.273786317844895,0,2,0,TA,5,Typ,0,NA,Attchd,RFn,2,500,TA,TA,Y,0,34,NA,WD,Normal,31,31,31.0,12.103486056755072
206,RL,3.6888794541139363,9.523178364309082,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,1140,1140,GasA,TA,Y,SBrkr,1696,0,7.4360278163518485,0,1,1,TA,8,Min2,1,TA,Attchd,RFn,1,349,TA,TA,Y,0,30,NA,WD,Normal,59,59,59.0,11.876873892875459
207,RL,4.249208678464876,9.432923766431829,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,419,Rec,375,1100,GasA,TA,Y,SBrkr,1100,0,7.003065458786462,1,1,0,TA,6,Typ,1,Po,Attchd,RFn,1,312,TA,TA,Y,355,0,NA,WD,Normal,61,61,61.0,11.856515169360305
208,RL,4.249208678464876,9.572480355345974,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065,Unf,92,1157,GasA,Ex,Y,SBrkr,1180,882,7.631431664576906,1,2,1,TA,7,Typ,1,Gd,Attchd,Fin,2,454,TA,TA,Y,60,55,NA,WD,Normal,33,32,33.0,12.531772785169476
209,RL,4.31748811353631,9.017968479328726,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,305,1092,GasA,Ex,Y,SBrkr,1092,0,6.9957661563048505,1,1,0,TA,6,Typ,0,NA,Attchd,RFn,2,504,TA,Gd,Y,0,0,NA,WD,Normal,57,57,57.0,11.884489021402711
210,RL,4.204692619390966,8.631235907456897,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,396,864,GasA,TA,N,FuseA,864,0,6.761572768804055,1,1,0,TA,5,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,0,NA,WD,Normal,96,71,42.466279912980326,11.49272275765271
211,RL,4.418840607796598,9.251482315307358,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,1176,1212,GasA,Ex,Y,SBrkr,1212,0,7.10002716662926,0,2,0,Gd,6,Typ,0,NA,Attchd,RFn,2,460,TA,TA,Y,100,22,NA,WD,Normal,12,12,12.0,12.133501952695338
212,FV,4.276666119016055,9.064157861798101,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,78,900,GasA,Ex,Y,SBrkr,932,920,7.524021415206125,1,2,1,Gd,7,Typ,1,TA,Attchd,RFn,2,644,TA,TA,Y,168,108,NA,New,Partial,12,12,12.0,12.439871229831715
213,RL,3.7612001156935624,9.515469358031684,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,274,990,GasA,Ex,Y,SBrkr,990,0,6.897704943128636,0,1,0,TA,5,Typ,0,NA,Attchd,Unf,2,576,TA,TA,Y,224,0,NA,WD,Normal,26,26,25.0,11.957611286231675
214,RL,4.249208678464876,9.296518068217235,Pave,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,311,689,GasA,Ex,Y,SBrkr,689,703,7.238496840894365,0,1,1,TA,6,Typ,0,NA,Attchd,Fin,1,299,TA,TA,Y,0,36,NA,WD,Normal,44,44,44.0,11.993807212363148
215,RL,4.276666119016055,9.211439767419483,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,710,1070,GasA,TA,Y,SBrkr,1236,0,7.119635638017636,0,1,0,Gd,6,Min1,1,Fa,Attchd,Unf,1,447,TA,TA,Y,0,0,NA,WD,Normal,64,25,64.0,11.80894766169701
216,RL,4.174387269895637,9.041921720351219,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,490,1436,GasA,Ex,Y,SBrkr,1436,0,7.269616749608169,1,2,0,Gd,8,Typ,0,NA,Attchd,Unf,2,484,TA,TA,Y,139,98,NA,WD,Normal,17,17,17.0,12.254862809699606
217,RM,4.04305126783455,9.200895913148184,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,686,686,GasA,Fa,N,SBrkr,810,518,7.191429330036379,0,1,0,TA,8,Typ,0,NA,Detchd,Unf,1,210,TA,TA,Y,0,172,NA,WD,Family,96,71,81.0,11.580584113444043
218,RL,4.249208678464876,9.658864969544794,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,457,798,GasA,Ex,Y,SBrkr,1137,817,7.577633832602728,0,1,1,Gd,8,Typ,2,TA,Attchd,Unf,2,431,TA,TA,Y,0,119,NA,WD,Normal,82,15,82.0,12.649154617209645
219,RL,3.7612001156935624,8.009695357742922,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,1232,1248,GasA,Ex,Y,SBrkr,1248,0,7.129297548929373,0,2,0,Gd,5,Typ,0,NA,Attchd,Fin,2,438,TA,TA,Y,108,0,NA,New,Partial,16,15,16.0,12.0271851854705
220,RL,4.290459441148391,9.103868127465667,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,1498,1498,GasA,Ex,Y,SBrkr,1498,0,7.311886164077165,0,2,0,Gd,5,Typ,0,NA,Attchd,RFn,2,675,TA,TA,Y,351,33,NA,New,Partial,15,15,15.0,12.230277334226992
221,RL,4.249208678464876,8.995660899074103,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1010,1010,GasA,Ex,Y,SBrkr,1010,1257,7.726212650507529,0,2,1,Gd,8,Typ,1,TA,BuiltIn,RFn,2,390,TA,TA,Y,120,46,NA,ConLI,Normal,19,19,19.0,12.206072645530174
222,RL,4.442651256490317,9.347926034928745,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,163,713,GasA,TA,Y,SBrkr,811,741,7.347299700743164,1,2,1,TA,6,Typ,1,TA,Attchd,RFn,2,434,TA,TA,Y,209,208,NA,WD,Normal,46,46,46.0,12.100156419938624
223,RL,4.248495242049359,9.259130536145614,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,160,864,GasA,Gd,Y,SBrkr,864,0,6.761572768804055,0,1,0,TA,4,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,216,0,NA,WD,Abnorml,50,50,32.0,11.48246625748552
224,RL,4.634728988229636,9.508368736482108,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,2336,2392,GasA,Ex,Y,SBrkr,2392,0,7.779885115070522,0,2,0,Ex,8,Typ,1,Ex,Attchd,Fin,3,968,TA,TA,Y,248,105,NA,WD,Normal,18,18,18.0,12.864240107194092
225,RM,3.044522437723423,7.426549072397305,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,630,630,GasA,TA,Y,SBrkr,630,672,7.171656822768514,0,2,1,TA,6,Typ,0,NA,Detchd,Unf,1,280,TA,TA,Y,0,0,NA,COD,Abnorml,50,50,30.0,11.626254150277232
226,RL,4.406719247264253,9.205327830152639,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,638,1203,GasA,Ex,Y,SBrkr,1214,1306,7.832014180505469,0,2,1,Gd,9,Typ,1,TA,Attchd,RFn,3,721,TA,TA,Y,224,114,NA,WD,Abnorml,26,26,26.0,12.577636201962656
227,RM,3.044522437723423,7.533158807455563,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,162,483,GasA,TA,Y,SBrkr,483,504,6.894670039433482,0,1,1,TA,5,Typ,0,NA,Detchd,Unf,1,280,TA,TA,Y,0,0,NA,WD,Normal,51,51,34.0,11.571194373094205
228,RL,4.248495242049359,9.050288983827956,Pave,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842,Unf,70,912,GasA,TA,Y,SBrkr,912,0,6.815639990074331,0,1,0,TA,5,Typ,1,Fa,Detchd,Unf,1,336,TA,TA,Y,0,0,NA,WD,Normal,54,54,47.0,11.736069016284437
229,RL,3.7612001156935624,8.065265208897733,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,1357,1373,GasA,Ex,Y,SBrkr,1555,0,7.349230824613334,0,2,0,Gd,7,Typ,1,TA,Attchd,Fin,2,430,TA,TA,Y,143,20,NA,WD,Normal,16,15,16.0,12.167851432709975
230,RL,4.290459441148391,9.077951183930438,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1194,1194,GasA,TA,Y,SBrkr,1194,0,7.085064293952548,1,1,0,TA,6,Typ,0,NA,Attchd,RFn,1,312,TA,TA,Y,0,0,NA,WD,Normal,62,62,62.0,11.904967552746252
231,RL,5.159055299214529,9.624963417869113,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,773,1462,GasA,Ex,Y,SBrkr,1490,1304,7.935229539816907,1,2,1,Ex,9,Typ,1,TA,Attchd,Fin,3,810,TA,TA,Y,0,146,NA,WD,Normal,26,25,26.0,12.90669184092882
232,RM,3.044522437723423,7.426549072397305,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,483,483,GasA,TA,Y,SBrkr,483,504,6.894670039433482,0,1,1,TA,5,Typ,1,Po,Attchd,Unf,1,288,TA,TA,Y,0,0,NA,WD,Normal,49,49,49.0,11.456355113481834
233,RL,4.31748811353631,9.273315171137572,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182,ALQ,0,894,GasA,TA,Y,SBrkr,894,0,6.795705775173514,1,1,0,TA,5,Typ,0,NA,Attchd,Unf,1,308,TA,TA,Y,365,0,NA,WD,Normal,45,45,45.0,11.761346823468706
234,RL,4.249208678464876,8.968396191198256,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,None,103.68526170798899,Gd,TA,PConc,Gd,TA,No,GLQ,625,Unf,235,860,GasA,Ex,Y,SBrkr,860,1100,7.580699752224563,1,2,1,Gd,8,Typ,2,TA,BuiltIn,Fin,2,440,TA,TA,Y,288,48,NA,WD,Normal,19,19,19.0,12.285345826424681
235,RM,3.044522437723423,7.426549072397305,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358,Unf,125,483,GasA,TA,Y,SBrkr,483,504,6.894670039433482,0,1,1,TA,5,Typ,0,NA,Detchd,Unf,1,264,TA,TA,Y,0,0,NA,WD,Normal,50,50,50.0,11.401993904262946
236,RL,4.174387269895637,9.079434102128383,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,1390,1414,GasA,Ex,Y,SBrkr,1414,0,7.254177846456518,0,2,0,Gd,6,Typ,0,NA,Attchd,RFn,2,494,TA,TA,Y,132,105,NA,WD,Normal,17,17,17.0,12.130810161029627
237,RL,4.249208678464876,9.154087430425385,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402,Unf,594,996,GasA,Ex,Y,SBrkr,1014,730,7.463936604468925,0,2,1,Gd,7,Typ,0,NA,Attchd,RFn,2,457,TA,TA,Y,370,70,NA,WD,Normal,28,18,28.0,12.178187442040638
238,RL,4.532599493153256,9.395158808968725,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,1694,1694,GasA,Ex,Y,SBrkr,1694,0,7.434847875211999,0,2,0,Gd,7,Typ,0,NA,Attchd,Fin,3,818,TA,TA,Y,168,228,NA,New,Partial,14,14,14.0,12.669806661762314
239,RL,3.9512437185814275,9.075779878580487,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,94,Unf,641,735,GasA,TA,Y,FuseA,798,689,7.304515946460155,0,1,1,TA,7,Typ,1,Gd,Detchd,Unf,1,220,TA,TA,Y,0,140,NA,WD,Normal,76,71,72.0,11.635143097694478
240,FV,4.31748811353631,9.104979856318357,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,488,1566,GasA,Ex,Y,SBrkr,1566,0,7.356279876550748,1,2,0,Gd,7,Typ,0,NA,Attchd,RFn,2,750,TA,TA,Y,144,168,NA,WD,Normal,13,13,13.0,12.478006361013815
241,RM,3.6888794541139363,8.263590432617319,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,329,Unf,357,686,GasA,Gd,Y,SBrkr,866,0,6.763884908562435,0,1,0,Gd,4,Typ,0,NA,NA,NA,0,0,NA,NA,Y,58,42,NA,WD,Normal,76,24,42.466279912980326,11.612770799939945
242,RM,4.143134726391533,8.517193191416238,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,540,540,GasA,Gd,N,FuseA,889,551,7.272398392570047,0,1,0,TA,6,Typ,0,NA,Attchd,Unf,1,352,Fa,TA,Y,0,0,NA,WD,Normal,121,71,81.0,11.27720313144916
243,RL,4.31748811353631,9.283776690049365,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,626,626,GasA,TA,Y,SBrkr,626,591,7.104144092987527,0,1,1,TA,6,Typ,1,TA,Attchd,RFn,1,288,TA,TA,Y,0,28,NA,WD,Normal,41,41,41.0,11.695247021764184
244,RL,4.249208678464876,9.091556835986216,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,253,948,GasA,Ex,Y,SBrkr,1222,888,7.6544432264701125,1,2,1,Gd,8,Typ,2,Fa,Attchd,RFn,2,463,TA,TA,Y,0,130,NA,WD,Normal,27,19,27.0,12.230765258120545
245,RL,4.382026634673881,9.249561085129464,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,916,1845,GasA,Gd,Y,SBrkr,1872,0,7.534762657037537,0,2,0,TA,6,Typ,1,TA,Attchd,Fin,2,604,TA,TA,Y,197,39,NA,WD,Normal,33,33,33.0,12.394624752074764
246,RM,4.23410650459726,9.12063445889169,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0,Unf,1020,1020,GasA,Gd,N,FuseP,908,1020,7.564238475170491,0,2,0,Fa,9,Typ,0,NA,Detchd,Unf,1,440,Po,Po,Y,0,60,NA,WD,Normal,111,71,111.0,11.827736204810263
247,RL,4.31748811353631,9.333442569110167,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1367,1367,GasA,Ex,Y,SBrkr,1375,0,7.226209010100671,0,1,0,TA,5,Typ,1,TA,Attchd,Unf,2,451,TA,TA,Y,0,30,NA,WD,Normal,67,67,67.0,11.84939770159144
248,RL,4.276666119016055,9.334061298965942,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,840,840,GasA,Ex,Y,SBrkr,840,828,7.419380582918692,0,2,1,Gd,8,Typ,0,NA,Attchd,RFn,2,500,TA,TA,Y,144,68,NA,WD,Normal,18,18,18.0,12.100712129872347
249,RL,4.249208678464876,11.976659481202368,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697,Unf,747,1444,GasA,Gd,Y,SBrkr,1444,700,7.670428522190693,0,2,0,Gd,7,Typ,2,TA,Attchd,Fin,2,389,TA,TA,Y,0,98,NA,WD,Normal,63,15,63.0,12.531772785169476
250,RL,4.007333185232471,8.584851839890053,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,728,728,GasA,Ex,Y,SBrkr,1306,0,7.174724309836376,0,1,0,Fa,6,Mod,0,NA,NA,NA,0,0,NA,NA,Y,263,0,NA,WD,Normal,81,55,42.466279912980326,11.245046019814627
251,RM,3.784189633918261,8.465899897028686,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,1573,GasA,Ex,Y,SBrkr,1625,0,7.393263094763838,1,2,0,Gd,5,Typ,1,Gd,Attchd,Fin,2,538,TA,TA,Y,123,0,NA,WD,Family,15,14,15.0,12.367340793126296
252,RL,4.174387269895637,9.031931152002144,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,798,798,GasA,Ex,Y,SBrkr,798,842,7.402451520818244,0,2,1,Gd,6,Typ,0,NA,Attchd,RFn,2,520,TA,TA,Y,138,45,NA,WD,Normal,17,17,17.0,12.061046873479915
253,RL,4.442651256490317,9.143131622282732,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,452,1302,GasA,Ex,Y,SBrkr,1302,0,7.171656822768514,0,2,0,Gd,7,Min1,0,NA,Attchd,RFn,1,309,TA,TA,Y,333,0,NA,CWD,Normal,57,30,57.0,11.970350312009105
254,RL,4.248495242049359,9.035986984831405,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,922,Unf,392,1314,GasA,TA,Y,SBrkr,1314,0,7.1808311990445555,1,1,0,TA,5,Typ,0,NA,Attchd,RFn,1,294,TA,TA,Y,250,0,NA,WD,Normal,64,64,64.0,11.884489021402711
255,RL,4.189654742026425,9.075436609511382,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,975,975,GasA,Ex,Y,SBrkr,1005,1286,7.736743682453495,0,2,1,Gd,8,Typ,1,TA,BuiltIn,Fin,2,429,TA,TA,Y,192,0,NA,WD,Normal,22,22,22.0,12.345834587905333
256,FV,4.1588830833596715,9.081483749851179,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503,Unf,361,864,GasA,Ex,Y,SBrkr,864,864,7.454719949364001,0,2,1,Gd,7,Typ,0,NA,Attchd,RFn,2,673,TA,TA,Y,216,56,NA,WD,Normal,18,18,18.0,12.24288661865289
257,RL,4.219507705176107,9.084096645401932,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1334,Unf,270,1604,GasA,Ex,Y,SBrkr,1604,0,7.38025578842646,1,2,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,660,TA,TA,Y,123,110,NA,WD,Abnorml,15,15,15.0,12.301382825334498
